107,東洋英和女学院中学部,toyoueiwa,私立,東京,http://www.toyoeiwa.ac.jp/chu-ko/index.html,http://www.sapia.jp/school_exam/search/pdf2024/toyoeiwa.pdf
108,トキワ松学園中学校,tokiwa,私立,東京,https://tokiwamatsu.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/tokiwamatsu.pdf
109,豊島岡女子学園中学校,toyoshima,私立,東京,http://www.toshimagaoka.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/toshimagaoka.pdf
110,日本女子大学附属中学校,nihonjoshi,私立,神奈川,http://www.jwu.ac.jp/hsc/,http://www.sapia.jp/school_exam/search/pdf2024/nihonjoshi.pdf
111,日本大学豊山女子中学校,nihondaigaku,私立,東京,http://www.buzan-joshi.hs.nihon-u.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/nihonbuzanjoshi.pdf
112,フェリス女学院中学校,fuerisu,私立,神奈川,http://www.ferris.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/ferris.pdf
113,不二聖心女子学院中学校,fuji,私立,静岡,http://www.fujiseishin-jh.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/fujiseishin.pdf
114,富士見中学校,fujimi,私立,東京,http://www.fujimi.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/fujimi.pdf
115,富士見丘中学校,fujimigaoka,私立,東京,http://www.fujimigaoka.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/fujimigaoka.pdf
116,雙葉中学校,futaba,私立,東京,http://www.futabagakuen-jh.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/futaba.pdf
117,普連土学園中学校,furendogakuen,私立,東京,http://www.friends.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/friend.pdf
118,聖園女学院中学校,hijiri,私立,神奈川,http://www.misono.jp/,http://www.sapia.jp/school_exam/search/pdf2024/misono.pdf
119,三輪田学園中学校,miwadagakuen,私立,東京,http://www.miwada.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/miwada.pdf
120,山脇学園中学校,yamawakigakuen,私立,東京,http://www.yamawaki.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/yamawaki.pdf
121,横浜共立学園中学校,yokohama,私立,神奈川,http://www.kjg.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/yokohamakyoritsu.pdf
122,横浜女学院中学校,yokohama,私立,神奈川,http://www.yjg.y-gakuin.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/yokohamajogakuin.pdf
123,横浜雙葉中学校,yokohama,私立,神奈川,http://www.yokohamafutaba.ed.jp/highsch/index.html,http://www.sapia.jp/school_exam/search/pdf2024/yokohamafutaba.pdf
124,立教女学院中学校,rikkyou,私立,東京,http://hs.rikkyojogakuin.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/rikkyojogakuin.pdf
125,和洋九段女子中学校,wayoukudan,私立,東京,http://www.wayokudan.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/wayokudan.pdf
126,和洋国府台女子中学校,wayou,私立,千葉,http://www.wayokonodai.ed.jp/TYUHP/index.html,http://www.sapia.jp/school_exam/search/pdf2024/wayokonodai.pdf
127,愛光中学校,aiko,私立,愛媛,http://www.aiko.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/aiko.pdf
128,青山学院中等部,aoyamagakuin,私立,東京,http://www.jh.aoyama.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/aoyama.pdf
129,青山学院大学系属浦和ルーテル学院中学校,aoyamagakuindaigaku,私立,埼玉,https://www.uls.ed.jp/js/,http://www.sapia.jp/school_exam/search/pdf2024/aoyama_urawa.pdf
130,青山学院横浜英和中学校,aoyamagakuin,私立,神奈川,http://www.yokohama-eiwa.ac.jp/chukou/,http://www.sapia.jp/school_exam/search/pdf2024/aoyama_yokohamaeiwa.pdf
131,市川中学校,ichikawa,私立,千葉,http://www.ichigaku.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/ichikawa.pdf
132,千葉市立稲毛国際中等教育学校,chibaichiritsu,公立,千葉,https://www.city.chiba.jp/school/hs/001/index.html,http://www.sapia.jp/school_exam/search/pdf2024/inage.pdf
133,さいたま市立浦和中学校,saitama,公立,埼玉,http://www.m-urawa.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/urawa.pdf
134,浦和実業学園中学校,urawa,私立,埼玉,http://www.urajitsu.ed.jp/jh/,http://www.sapia.jp/school_exam/search/pdf2024/urawajitsugyo.pdf
135,穎明館中学校,eimeikan,私立,東京,http://www.emk.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/eimeikan.pdf
136,江戸川学園取手中学校,edogawa,私立,茨城,http://www.e-t.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/edogawagakuen.pdf
137,東京都立桜修館中等教育学校,tokyoutoritsu,公立,東京,https://www.metro.ed.jp/oshukan-s/,http://www.sapia.jp/school_exam/search/pdf2024/oshukan.pdf
138,桜美林中学校,obirin,私立,東京,http://www.obirin.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/obirin.pdf
139,東京都立大泉高等学校附属中学校,tokyoutoritsudai,公立,東京,https://oizumi-h.metro.ed.jp/main/,http://www.sapia.jp/school_exam/search/pdf2024/oizumi.pdf
140,大阪教育大学附属池田中学校,osakakyouikudai,国立,大阪,http://www.ikeda-j.oku.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/ikeda.pdf
141,大阪教育大学附属天王寺中学校,osakakyouikudai,国立,大阪,https://f.osaka-kyoiku.ac.jp/tennoji-j/,http://www.sapia.jp/school_exam/search/pdf2024/tennoji.pdf
142,大阪教育大学附属平野中学校,osakakyouikudai,国立,大阪,http://www.hirano-j.oku.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/hirano.pdf
143,大阪桐蔭中学校,osakatoin,私立,大阪,http://www.osakatoin.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/osakatoin.pdf
